Symbol,Description,Price,Price - Currency,Price Change % 1 day,Volume 1 day,Relative Volume 1 day,Market capitalization,Market capitalization - Currency,"Earnings per share diluted, Trailing 12 months","Earnings per share diluted, Trailing 12 months - Currency","Earnings per share diluted growth %, TTM YoY","Dividend yield %, Trailing 12 months",Sector,Analyst Rating,"Return on equity %, Trailing 12 months","Return on assets %, Trailing 12 months","Return on invested capital %, Trailing 12 months","Gross margin %, Annual","Operating margin %, Annual",Price to book ratio,Price to sales ratio,"Price to earning to growth, Trailing 12 months",Price to cash flow ratio,Enterprise value,Enterprise value - Currency,"Enterprise value to revenue ratio, Trailing 12 months","Enterprise value to EBITDA ratio, Trailing 12 months","Earnings per share diluted, Trailing 12 months","Earnings per share diluted, Trailing 12 months - Currency","Earnings per share basic, Trailing 12 months","Earnings per share basic, Trailing 12 months - Currency","Earnings per share reported, Annual","Earnings per share reported, Annual - Currency","Price to earning to growth, Trailing 12 months","Earnings per share diluted growth %, Annual YoY","Earnings per share diluted growth %, Quarterly YoY","Earnings per share diluted growth %, Quarterly QoQ","Earnings per share diluted growth %, TTM YoY","Earnings per share estimate, Annual","Earnings per share estimate, Annual - Currency","Earnings per share estimate, Quarterly","Earnings per share estimate, Quarterly - Currency","Earnings per share estimate, Semi-annual","Earnings per share estimate, Semi-annual - Currency","Total revenue, Annual","Total revenue, Annual - Currency","Net income, Annual","Net income, Annual - Currency","EBITDA, Trailing 12 months","EBITDA, Trailing 12 months - Currency","Revenue growth %, Annual YoY","Revenue growth %, Quarterly YoY","Revenue growth %, Quarterly QoQ","Net income growth %, Annual YoY","Free cash flow, Annual","Free cash flow, Annual - Currency","Operating cash flow per share, Trailing 12 months","Operating cash flow per share, Trailing 12 months - Currency","Total debt, Quarterly","Total debt, Quarterly - Currency","Debt to equity ratio, Quarterly","Debt to EBITDA ratio, Annual","Interest coverage, Trailing 12 months","Current ratio, Quarterly","Quick ratio, Quarterly","Dividend yield %, Trailing 12 months",Price to earnings ratio,"Net income, Trailing 12 months","Net income, Trailing 12 months - Currency","Cash & equivalents, Annual","Cash & equivalents, Annual - Currency",Total common shares outstanding,Free float %
SYSTMTXC,Systematix Corporate Services Limited,140.37,INR,2.2062035823503723,384619,0.16381004186873238,18835418014,INR,3.43,INR,-37.29891781222579,0.0724900326205147,Finance,Neutral,18.7957253354444,12.2628786710402,17.0980632543322,95.4840155855458,40.7074809301222,5.925785207700102,11.207624073980186,,,16372346014,INR,9.763256187031697,25.36889016395221,3.43,INR,3.43,INR,,,,-15.869385371550932,-37.76527142689646,38.57198799112388,-37.29891781222579,,,,,,,1516790000,INR,457613000,INR,645371000,INR,3.947395472830817,3.78506385850322,26.360674029086205,-14.21841814708798,-222506000,INR,,,203032000,INR,0.0627744014801293,0.43707652474196795,,3.89061554566115,3.89061554566115,0.0724900326205147,40.924198250728864,468325100,INR,428330000,INR,136538000,85.9289
STOVEKRAFT,Stove Kraft Ltd.,579,INR,0.9150326797385622,14241,0.25636825145367154,18596381418,INR,13.7148,INR,32.14117102968523,0.534092932170197,Consumer durables,Strong buy,9.54544450649478,3.79029078857693,7.93471922675784,17.4727843359309,5.56466676564318,3.876661114136335,1.2152284471243662,1.2749264788048627,,21081721418,INR,1.376467039832017,12.981835177408032,13.7148,INR,13.7178,INR,11.6,INR,1.2749264788048627,12.944054043560978,27.72277227722773,104.48276955267413,32.14117102968523,21.96,INR,6.7,INR,8,INR,14481550000,INR,385050000,INR,1623940000,INR,6.28418729555511,13.41376829090457,39.49139535499122,12.802109272008202,293850000,INR,,,2599320000,INR,0.5257566808792951,2.441417468054275,2.879003081870562,0.888644206555644,0.315980462259621,0.534092932170197,42.21716685624289,453810000,INR,95050000,INR,33107300.000000004,39.6515
RANEHOLDIN,Rane Holdings Limited,1345,INR,-1.32785562321179,388,0.04139108171538297,18591133695,INR,60.8637,INR,-66.72536481784803,2.91836264495815,Producer manufacturing,Neutral,7.94289161471949,2.44062388974784,6.45273870120998,12.6848449568705,3.92134756488987,1.7114640145667601,0.348180058033947,,,30740833695,INR,0.5741357137654363,8.52254884807319,60.8637,INR,60.8637,INR,,,,67.4233737469286,-86.77961089606725,-53.74166683068237,-66.72536481784803,,,,,,,43462100000,INR,2072199999.9999998,INR,3607000000,INR,23.686569585274437,52.669939989088924,4.355543622559329,67.42344671568229,2467500000,INR,,,10514900000,INR,0.9371067500846659,3.1267410292728988,1.7829509671614936,0.877551907291164,0.563095123128923,2.91836264495815,22.09855792533152,869000000,INR,419600000,INR,14277800,42.515899999999995
GENESYS,Genesys International Corporation Limited,433.55,INR,-0.7781210664835742,23785,0.04164096020885432,18548061359,INR,14.5266,INR,20.647813629002123,0,Technology services,Strong buy,9.84121414658929,7.35906937026933,9.50942004381702,36.2633366716876,28.8252154524542,2.646853351992057,5.593173447784551,1.4797834798371263,,18979312359,INR,5.732824496721026,12.500469185688091,14.5266,INR,14.5893,INR,14.1,INR,1.4797834798371263,144.85935731080727,3.8483754512635313,65.32183908045977,20.647813629002123,16.9,INR,,,,,3110315000,INR,562232000,INR,1518288000,INR,56.894143497699034,6.833795213844198,8.577685712511784,154.71596391955745,-621295000,INR,,,1466869000,INR,0.21465852052389,0.8443394335493913,7.518926295871464,2.85518514194706,2.85518514194706,0,29.845249404540635,587315000,INR,217726000,INR,41770200,42.5979
DELTACORP,Delta Corp. Ltd. (India),69.79,INR,0.028665615594109548,261079,0.4535351399879059,18521725642,INR,9.5175,INR,63.83777177187516,1.80714182449039,Consumer services,Neutral,11.1969551703502,9.88765031159484,11.0890081990411,41.318202376547,19.452325151104,0.8184389522996329,2.490140539912086,0.11386230005034466,,14322525642,INR,1.9253035504294875,9.33671814993481,9.5175,INR,9.5175,INR,,,0.11386230005034466,1.9359789519842199,-6.9670504168320795,-14.797309580076353,63.83777177187516,,,,,,,7296300000,INR,2489900000,INR,1534000000,INR,-13.98611291216241,0.36794991487725853,-0.7655970027691806,1.948982516480367,-1409500000,INR,,,318500000,INR,0.0139488643828777,0.18011579990610818,21.621052631578948,2.90743113388853,2.82172599981697,1.80714182449039,7.3328079852902555,2548500000,INR,907300000,INR,267771000.00000003,65.733
UEL,Ujaas Energy Limited,135.19,INR,-4.99648629655658,197,0.012546252364363549,18495605804,INR,0.1014,INR,-81.91546281433922,0,Utilities,Neutral,8.05341144649111,6.22489904841203,8.05341144649111,65.3363083857123,19.214704976035,51.17847922045473,202.3429677283651,,,18548088804,INR,79.10779730963125,1412.6495661843107,0.1014,INR,0.1563,INR,,,,-76.93861066235866,-80.53691275167786,-87.55364806866953,-81.91546281433922,,,,,,,269351000,INR,88504000,INR,13130000,INR,0.7808758381226054,3.2116819350861907,83.31382838159236,-69.4347937200837,32247000,INR,,,240000000,INR,0.272515144461414,4.231311706629055,3.67072072072072,2.58661270281335,2.14032636878811,0,1333.2347140039446,68183000,INR,3871000,INR,133398000,51.398500000000006
DIVGIITTS,Divgi TorqTransfer Systems Ltd.,606.05,INR,-0.9317531671434484,277,0.08024566180943828,18473617106,INR,9.896,INR,-6.540996921217148,0.430427944706564,Producer manufacturing,Strong buy,5.06880103971971,4.54088522130533,5.06164621827377,15.8512415608193,6.03272685661975,3.048047856237355,6.95441066345737,,,15626157106,INR,5.888330515685351,32.62313849140901,9.896,INR,9.896,INR,8,INR,,-38.6130308300882,37.05205693117568,20.38292916837923,-6.540996921217148,14.3,INR,,,,,2184750000,INR,243920000,INR,478990000,INR,-13.78629972653121,53.76589199006635,15.755622523578324,-38.613313199949665,290200000,INR,,,15920000,INR,0.00261804643085611,0.028021791830670176,54.92972972972973,5.67878796136082,5.03810782457049,0.430427944706564,61.24191592562651,302650000,INR,154360000,INR,30582928,24.3093
BLSE,BLS E-Services Limited,202.79,INR,-0.1378834884522584,24554,0.09617026609953078,18402981002,INR,6.2042,INR,11.878099359841322,0.493705257960997,Technology services,Neutral,11.722913446456,8.85450733278419,11.6324375412398,14.3829836067278,10.5334653693353,3.651716400346534,2.0899674376486668,2.7486595110399077,,15248335002,INR,1.7316189306942926,20.90766305233108,6.2042,INR,6.2042,INR,,,2.7486595110399077,30.153659249926886,7.789981588470575,5.068382944489145,11.878099359841322,,,,,,,5193533000,INR,525625000,INR,729318000,INR,72.2683116220583,249.59267726250093,10.560441726823338,67.40129494157476,779799000,INR,,,74312000,INR,0.0147283309490371,0.11699290519415938,84.33354543140749,3.02166848872327,3.01584555399073,0.493705257960997,32.685922439637665,563696000,INR,706781000,INR,90856480,20.868699999999997
SULA,Sula Vineyards Ltd.,219.29,INR,1.0227115676970557,69328,0.09859264292505919,18350382789,INR,5.8107,INR,-42.782728570725226,1.65669581224114,Process industries,Buy,8.84644518991451,4.66474244059705,7.75199924139457,45.8965725632392,20.1208667875335,3.272586991283896,3.2380669832224,,,22136682789,INR,3.908243637824191,17.67117648998164,5.8107,INR,5.8107,INR,8.3,INR,,-24.734598571855233,-58.44019584984845,210.26979982593556,-42.782728570725226,6.95,INR,,,,,5791500000,INR,702000000,INR,1252700000,INR,2.011519560354394,-1.0954971290420068,19.399854067858445,-24.76690601221734,-336100000,INR,,,4000600000,INR,0.7071321254971279,2.0805834213305174,2.864690721649485,1.33761595317228,0.871719827372389,1.65669581224114,37.738998743696975,490500000,INR,77000000,INR,84447230,69.0078
HITECH,Hi-Tech Pipes Ltd.,92.16,INR,0.09775171065494016,146654,0.15479870278741953,18330472366,INR,3.9756,INR,8.93248575186322,0.0277008310249307,Non-energy minerals,Strong buy,7.61544880784797,4.69575700373634,7.23042325333618,6.11132948943973,4.48631413879178,1.4412061093627728,0.5819626121924542,2.5374528180181284,,19483821366,INR,0.6195397902156206,12.137705642365491,3.9756,INR,3.9756,INR,3.6,INR,2.5374528180181284,48.24466698931536,-9.327272727272739,-3.165048543689328,8.93248575186322,4.4,INR,,,,,30650172000,INR,729491000,INR,1605231000,INR,13.707505721699901,21.655709249180443,8.517787849884831,66.05456763819461,-1614777000,INR,,,2720191000,INR,0.20943825750981698,1.2088592534054752,3.9244831817752743,2.08817834855355,1.31290862335583,0.0277008310249307,23.181406580138844,779612000,INR,1826388000,INR,203108000,46.976000000000006
ORIENTHOT,Oriental Hotels Limited,103.8,INR,0.7766990291262109,36511,0.11896922232232901,18324275814,INR,2.7682,INR,17.018938112952316,0.487329434697856,Consumer services,Neutral,7.41040514411619,5.1206628689798,6.3385021698857,32.4050825794068,17.6527298282003,2.6806535836309684,3.864811271965468,2.1705803398493564,,20028675814,INR,4.238334986879973,15.95147802962727,2.7682,INR,2.7682,INR,,,2.1705803398493564,-21.038811553541247,39.41194870190804,20.070043103448278,17.018938112952316,,,,,,,4396980000,INR,392060000,INR,1255600000,INR,11.836484498100655,6.950629235237173,2.628889921040409,-21.03906356993821,131683000,INR,,,1876400000,INR,0.271324667061903,1.6532635548043166,5.594427244582043,0.497945205479452,0.431032665964173,0.487329434697856,37.497290658189435,494400000,INR,87724000,INR,178599000,31.183699999999998
ADOR,Ador Welding Limited,1055.9,INR,-0.8544600938967051,1262,0.1331827727766814,18297319974,INR,31.3564,INR,-19.159117041956485,1.90222560395663,Producer manufacturing,Neutral,11.2961831903022,7.72213887394911,11.2623724055362,17.4136886735312,7.90162824669541,3.7310170945528567,1.6368066502672558,,,17609819974,INR,1.5766552339937865,15.642050074613609,31.3564,INR,31.3564,INR,39,INR,,-30.545916395607236,273.2779220779221,,-19.159117041956485,38.9,INR,,,,,11226800000,INR,600500000,INR,1125800000,INR,4.569587004713027,4.401277670479869,11.614517153748412,-30.54591718713856,961400000,INR,,,19700000,INR,0.00399991878337496,0.0226312329796225,27.469208211143695,2.08675329531644,1.41418154622791,1.90222560395663,33.674146266790835,545600000,INR,329100000,INR,17402800,35.707899999999995
DOLPHIN,Dolphin Offshore Enterprises India Ltd.,475.55,INR,-0.7616861435726163,22748,0.6817575606817576,18206083527,INR,13.2355,INR,135.63709519485835,0,Industrial services,Neutral,19.4511028748623,11.9587862175633,14.3255171913728,64.5762180623406,62.146037784791,6.294923555496724,20.364762324614585,0.255232663216346,,19803944527,INR,22.002207033971086,30.626393033110126,13.2355,INR,13.2355,INR,,,0.255232663216346,632.8434464488457,20.800049538671132,37.72945495622705,135.63709519485835,,,,,,,740192000,INR,464795000,INR,646630000,INR,1044.4970158023316,47.140978903962235,49.736057896977435,734.0421332184899,-1592304000,INR,,,1937326000,INR,0.641043152779515,3.5654771823743663,8.477503333913145,8.68343080792297,8.68343080792297,0,35.9298855351139,529481000,INR,84173000,INR,40004580,18.3473
TIL,TIL Ltd.,272.8,INR,0.5714285714285756,1517,0.07655932211943657,18089119471,INR,-1.1846,INR,-100.87034017913754,0,Producer manufacturing,Neutral,-9.86188363227299,-1.51369810451999,-3.23891625615764,15.7605937579295,2.28051256026389,21.754125748097113,5.596733173378071,,,21164219471,INR,6.576006547042009,261.60963499381955,-1.1846,INR,-1.1846,INR,,,,-99.80555128146294,-261.2200435729848,-24.27454759610238,-100.87034017913754,,,,,,,3152800000,INR,28600000,INR,80900000,INR,371.20011956359286,15.715552927261975,24.415832141154027,-98.87357227254824,-1615400000,INR,,,3166500000,INR,3.79130747126437,20.10961810466761,0.028360748723766305,1.10153998698603,0.619279273696279,0,,-78900000,INR,16900000,INR,66602099.99999999,23.036000000000005
MOBIKWIK,One Mobikwik Systems Limited,231.99,INR,-0.008620318089729672,148215,0.21594444058348053,18075714928,INR,-25.695,INR,,0,Commercial services,Strong buy,-53.4181651017732,-16.0711650304401,-50.499564026947,36.7059967291179,-4.4955319213242,3.4860038425833126,1.6226887045934364,,,12904204928,INR,1.158433242843395,,-25.695,INR,-25.695,INR,-15.6,INR,,-908.8802116135532,-478.82259347653155,32.17807938253882,,-8.9,INR,-0.8,INR,,,11911160000,INR,-1215290000,INR,-517650000,INR,34.401520135133154,-4.883405750711688,-0.812808931310721,-963.1934086227716,-83140000,INR,,,3414190000,INR,0.652230143811227,,-2.2776638275682255,1.43743546342355,1.43743546342355,0,,-1818560000,INR,5434030000,INR,78658455,
ASALCBR,Associated Alcohols & Breweries Ltd.,952.05,INR,-0.3297738693467432,5102,0.1846583711553635,17955270467,INR,45.61,INR,43.429477100340875,0.211405316843719,Consumer non-durables,Strong buy,16.5630989426132,12.0291627502957,15.6019877624004,17.4530041608134,10.4080223293822,3.0780436089963517,1.625379879646862,0.4776813340661909,,18546018467,INR,1.701438677260725,13.62194438776597,45.61,INR,47.5446,INR,43.8,INR,0.4776813340661909,53.663797721509944,-10.95238095238095,-39.77455716586151,43.429477100340875,43.15,INR,,,,,10753186000,INR,814164000,INR,1361481000,INR,41.619933862672525,-0.3097489019171678,-4.818598546988516,60.828872251743284,-164750000,INR,,,748336000,INR,0.127477563035159,0.7847595856524427,21.92891013239255,1.77057030560143,1.0052458823238,0.211405316843719,20.87371190528393,860598000,INR,153308000,INR,18979200,37.2749
SMCGLOBAL,SMC Global Securities Ltd. (India),90.3,INR,-0.8781558726673954,464776,0.12992533436116066,17918357414,INR,4.6693,INR,-54.728524335854175,1.40236064041136,Finance,Neutral,8.01572664662824,1.87141736739628,3.25916096313498,46.0469721584648,19.0733519961649,1.503246963499399,1.0231446594748765,,,14865067414,INR,0.8488006734416241,8.527992751956152,4.6693,INR,4.6693,INR,,,,-22.20383518756639,-54.40258839842848,-30.5281690140845,-54.728524335854175,,,,,,,17883317000,INR,1456945000,INR,1743091000,INR,9.164397154072411,-2.298579356089353,3.8596584348956693,-22.20353327833444,-4032040000,INR,,,19965413000,INR,1.5872458352453,4.3661530534031545,,4.26717061474316,4.25621505229977,1.40236064041136,19.339087229349154,977750000,INR,19245404000,INR,209400000,29.227199999999996
INDNIPPON,India Nippon Electricals Limited,807.35,INR,-0.8534937983544065,3622,0.18423662860194817,17891284573,INR,39.5156,INR,24.498579071071653,1.58047793652801,Producer manufacturing,Neutral,12.3273597330152,9.39375151062958,12.3057226635096,14.2750506522589,8.73944004075878,2.327289788238105,1.8955839068616547,0.8185823821032755,,16375184573,INR,1.7315594510886232,15.49066746097815,39.5156,INR,39.5156,INR,,,0.8185823821032755,38.752045654819355,9.640795381654923,-0.04288415430497093,24.498579071071653,,,,,,,8439900000,INR,822800000,INR,1057099999.9999999,INR,16.706998354467135,29.883249940433643,21.299510458388962,38.75210792580101,331700000,INR,,,16600000.000000002,INR,0.00211532335138579,0.022370653095843934,272.2903225806452,2.49332352013458,2.02870360635054,1.58047793652801,20.431171486703985,893900000,INR,206500000,INR,22621400,29.163099999999996
NITINSPIN,Nitin Spinners Limited,314.75,INR,-0.03176115610608948,4139,0.12250926441163587,17807685387,INR,29.6904,INR,7.551311680878663,0.947119179163378,Process industries,Strong buy,12.9049693287652,6.43330017493911,8.65066572026622,13.417990553258,9.34272146878489,1.2923378183785588,0.5485409648605424,1.407216500315427,,26905496387,INR,0.8320700118098879,6.001883712832172,29.6904,INR,29.6904,INR,31.2,INR,1.407216500315427,33.38534208220232,-17.495833055537034,-15.1283211939152,7.551311680878663,27.266667,INR,,,,,32829095999.999996,INR,1754263000,INR,4482842000,INR,13.945897150982562,-7.591175046703906,-4.188774370576463,33.38556944970354,1953335000,INR,,,9154246000,INR,0.668562556098516,2.56313766948953,3.7934512762266692,1.87018352943665,0.98331286162365,0.947119179163378,10.601069706032927,1669195000,INR,73424000,INR,56220000,43.262499999999996
COSMOFIRST,Cosmo First Limited,689.15,INR,0.2545824847250509,16624,0.49265638521082517,17746127786,INR,55.64,INR,41.72185430463577,0.591672213593669,Process industries,Neutral,9.85134056250063,3.53796440017082,5.72511462367023,9.34755640283433,5.32103533105783,1.1549837527983824,0.5627221692530859,0.2922154040144693,,31007327786,INR,0.9795179947371248,9.45172461927696,55.64,INR,56.6013,INR,,,0.2922154040144693,114.92106732542598,2.537485582468289,8.812729498164023,41.72185430463577,,,,,,,28535800000,INR,1333700000,INR,3280600000,INR,11.292335532987005,21.097085331787277,14.874442208417186,114.45570027335586,-4072300000,INR,,,17096200000,INR,1.1097897422248801,5.717460443667012,1.7751756440281032,1.19041125193861,0.703426653831756,0.591672213593669,12.38587347232207,1462200000,INR,268500000,INR,26249700,55.4187
RICOAUTO,Rico Auto Industries Limited,136.67,INR,0.3450807635829654,3532564,0.27741945353574954,17695276896,INR,3.1763,INR,14.132231404958679,0.382262996941896,Producer manufacturing,Neutral,5.82932570017704,2.10713173618926,3.90968687020331,9.0060567709275,4.28313144096908,2.453053735105017,0.780353865250884,2.914128450974534,,24487776896,INR,1.0798174813142427,11.629280949802917,3.1763,INR,3.1763,INR,,,2.914128450974534,-44.184897671136206,170.22756005056888,6.246375610968429,14.132231404958679,,,,,,,22124000000,INR,214000000,INR,2105699999.9999998,INR,2.438730767271835,8.95828267741151,15.438118720789017,-44.183620239958266,-184500000,INR,,,6919400000,INR,0.918021042017699,3.4579490231082017,2.088663594470046,0.886158796985204,0.503018425095876,0.382262996941896,43.02805150646979,429700000,INR,108200000,INR,135285000,48.7015
GARUDA,Garuda Construction and Engineering Limited,192.73,INR,-0.1088421270861449,120569,0.2622315377744216,17631409809,INR,9.2469,INR,,0,Industrial services,Neutral,32.7847137990941,20.7049378378248,32.7765827997839,36.3800800714306,29.683015506916,4.634250557309927,4.573073842913644,,,17487727809,INR,4.537004038691741,15.572234019022144,9.2469,INR,9.2469,INR,,,,52.94943820224718,164.82927715219762,-3.09685994351221,,,,,,,,2256735000,INR,497950000,INR,1123007000,INR,46.371765676492736,149.17989304812832,-6.9232520883853415,36.6669136798654,-1105293000,INR,,,886000,INR,0.00022897393832072702,0.0015949909864462859,90.00225243343255,2.67380169068387,2.60915653970009,0,20.842660783613965,860344000,INR,163961000,INR,93041740,32.4381
SPAL,S.P. Apparels Ltd.,699,INR,-0.4840546697038692,4759,0.20798734332115448,17563565584,INR,43.9446,INR,28.16731754693483,0.285734695335381,Consumer non-durables,Buy,13.0242683801494,7.60718744589296,12.0192788802499,12.3709126919632,5.89668479678269,1.9523033576657178,1.1151080050895832,0.5681040122196005,,21058575584,INR,1.3250170567530735,9.498081124331346,43.9446,INR,44.0365,INR,37.9,INR,0.5681040122196005,6.1028565669122035,57.65972063201282,67.92682926829269,28.16731754693483,43.1,INR,,,,,13228450000,INR,951020000,INR,2217140000,INR,28.154590176957374,9.211928535102505,5.925059302645517,6.1110181311018135,-659160000,INR,,,4049430000,INR,0.450731958166187,3.1395383347073373,4.450951165904555,1.36815047998647,0.715287184465651,0.285734695335381,15.906391228956458,1104990000,INR,412900000,INR,25092600,36.7394
SERVOTECH,Servotech Renewable Power System Ltd,79.59,INR,0.0880281690140938,159070,0.25909622052122855,17450246735,INR,0.988,INR,7.344632768361581,0.0644246875402654,Producer manufacturing,Neutral,10.0345092059016,5.15532721110174,8.81101387590303,13.313314723928,7.55655284352168,6.6855554538222925,2.8932645196966043,10.695242914979742,,18373255735,INR,3.03281624505831,40.75022064873856,0.988,INR,0.9947,INR,,,10.695242914979742,167.379679144385,-88.36750788643533,-74.55799913755929,7.344632768361581,,,,,,,6741394000,INR,327351000,INR,450875000,INR,90.85511741249445,-46.66420591022279,-22.120441150982543,178.30762952508886,-794739000,INR,,,1522809000,INR,0.566387826081135,1.3706193624706902,4.386797987741702,1.79525525274121,1.48523350763762,0.0644246875402654,80.55668016194332,223201000,INR,142661000,INR,224845000,34.255199999999995
YASHO,Yasho Industries Ltd.,1425.5,INR,0.30256121587390616,738,0.08961095730730001,17355584196,INR,10.5039,INR,-64.12945483355416,0.0347354892493661,Consumer non-durables,Neutral,3.50786275073064,1.15593170418678,1.81430556819256,17.532254482351,8.38361320971342,4.0201428474777545,2.4288061841706834,,,23100619196,INR,3.2369480848080086,18.280564479203843,10.5039,INR,10.5039,INR,,,,-89.54218403536765,5.35578859279792,33.27709408495433,-64.12945483355416,,,,,,,6641325000,INR,61052000,INR,1263671000,INR,12.876695425785718,9.712320428463777,-7.721994698859475,-89.46229246746881,-1021768000,INR,,,5913702000,INR,1.3832192131673,5.509167492566898,1.231347225809677,1.25940892983082,0.458276647569459,0.0347354892493661,135.71149763421207,127120000,INR,284268000,INR,12057100,24.6643
PANAMAPET,Panama Petrochem Limited,311.5,INR,9.413417632595719,1222929,37.34191361700157,17352590319,INR,31.1405,INR,-4.181013129513555,1.74307129161583,Process industries,Neutral,14.985343192042,12.0112729220332,14.8049763833984,14.6754795212128,8.7457794614181,1.4059251689445889,0.5988356233959936,,,15986090319,INR,0.5532208274733185,6.498939067810391,31.1405,INR,31.1405,INR,,,,-4.160931939639667,20.18550024696779,24.33076901240527,-4.181013129513555,,,,,,,27928900000,INR,1870300000,INR,2459800000,INR,18.506496261785347,10.632270249388332,11.540347941490436,-4.1609018703561365,1226300000,INR,,,311900000,INR,0.023270735874536503,0.127249307154846,15.284210526315789,4.94462763390703,2.59015602380569,1.74307129161583,10.003050689616416,1883800000,INR,1680500000,INR,60493600,20.410999999999998
ASIANTILES,Asian Granito India Limited,75.43,INR,0.053057434673041845,423452,0.10399907910472278,17309885535,INR,2.5179,INR,,0,Producer manufacturing,Neutral,3.16231890383406,2.06093697573414,2.94607839860093,9.66805820095986,1.16310469858747,1.2132221430170647,1.0634693683288095,,,19946849535,INR,1.2261339156473496,18.711620611924424,2.5179,INR,2.5179,INR,,,,,523.8010657193605,38.21330184966549,,,,,,,,15549503000,INR,275405000,INR,1066013999.9999999,INR,1.9983593154307262,8.204075619883938,4.81184539844875,,-1183915000,INR,,,2948072000,INR,0.204461578356287,3.9515231087091487,1.902042084175331,1.80245093221087,1.31989450703346,0,29.957504269430878,429656000,INR,244100000,INR,231912000,50.8401
ALLTIME,All Time Plastics Limited,265,INR,-0.07541478129712996,12099,0.2859783394867092,17238370728.1,INR,,,,0,Producer manufacturing,Neutral,,,,,,2.920152989569985,,,,16426262728.099998,INR,,,,,,,,,,,,-68.08162430317599,,,,,,,,,,,,,,,,-6.692695821599008,,,,,,1328703000,INR,0.22350811571325602,,,2.73630589327505,2.18052280287673,0,,,,,,65507774,30.023600000000002
MMFL,MM Forgings Limited,360.25,INR,-0.6480970766685115,8693,0.07316219232407156,17231703085,INR,22.9667,INR,-17.61859497462202,1.1207621182404,Producer manufacturing,Strong buy,,,,22.4350239371605,13.2979242003358,,1.1409118749185034,,,17231703085,INR,1.1452438453713394,6.019377855909009,22.9667,INR,22.9667,INR,28.2,INR,,-9.75859159361012,-36.26800089804035,-42.32934757371721,-17.61859497462202,20.1,INR,,,,,15251809000,INR,1218620000,INR,2862705000,INR,-2.4237746567467617,-5.376638932809478,-2.4266317574166867,-9.758322743846989,-2623996000,INR,,,,,,4.003158989407101,2.9886244202073096,,,1.1207621182404,15.685753721692713,1108869000,INR,47177000,INR,48281600,41.0244
BLISSGVS,Bliss GVS Pharma Limited,162.43,INR,-0.5875512577268986,123171,0.02107283233196704,17185418008,INR,10.289,INR,73.03487941878845,0.307787011388119,Health technology,Neutral,10.2348406823663,8.17338066044734,9.94996600142239,29.04137027459,11.6565633007419,1.5155021039569319,2.025425600318444,0.21612712808009174,,16062878008,INR,1.867186611857626,12.957789864887213,10.289,INR,10.3937,INR,,,0.21612712808009174,11.762142405285719,10.91703056768559,-37.12871287128713,73.03487941878845,,,,,,,8017955000,INR,842993000,INR,1239631000,INR,4.685669655190782,12.274467738119576,17.799895116961938,11.722623422716593,394630000,INR,,,524909999.99999994,INR,0.0463561976278337,0.7170042106873659,8.151304995610106,4.45805263160531,3.86203774053619,0.307787011388119,15.786762561959375,1096298000,INR,957562000,INR,105789000,34.950100000000006
DCW,DCW Ltd.,58.06,INR,-0.39457882998798577,108068,0.15733067204166057,17157362168,INR,1.694,INR,488.80778588807783,0.172028212626871,Process industries,Neutral,4.77291668764828,2.272993893111,4.02399715059692,9.77531209216532,4.66848795325069,1.6198976780443601,0.8492957134898035,0.07043134701399782,,18836263168,INR,0.9293643232895367,8.386563328220552,1.694,INR,1.694,INR,,,0.07043134701399782,93.36600075386356,,21.223114796579416,488.80778588807783,,,,,,,19944509000,INR,302841000,INR,2246005000,INR,6.742400243707275,10.327226984154265,13.39907074247857,93.38999719022198,629974000,INR,,,3801489000,INR,0.359347121627371,2.213106966614829,1.9643095567402504,1.01698505343269,0.490659050990748,0.172028212626871,34.27390791027155,499984000,INR,113082000,INR,295155000,44.8557
VERANDA,Veranda Learning Solutions Ltd.,194.31,INR,3.2849625259129365,75265,0.23172714540420403,16997160400,INR,-16.1399,INR,1.707043763169757,0,Commercial services,Neutral,-15.003660221226,-5.04024305594191,-8.91304168276016,2.04378999704319,-32.7355448980461,2.1859419777583136,3.446228321851403,,,20357248400,INR,4.247589573971359,28.841206564103146,-16.1399,INR,-15.9798,INR,,,,-184.65838305684878,,,1.707043763169757,,,,,,,4646906000,INR,-2473218000,INR,705839000,INR,28.463171210840333,19.726464528525383,-8.994926307233422,-206.52570784093797,-460450000,INR,,,3578472000,INR,0.420518699802648,12.280428096982694,-0.986588009500195,0.353005930831253,0.342433320893803,0,,-939919000,INR,536025000,INR,95731680,40.6088
SANSTAR,Sanstar Limited,95.87,INR,-0.8275576704251547,153057,0.5380110915554225,16957827780,INR,1.1017,INR,,0,Consumer non-durables,Neutral,3.00947520090536,2.54733132111926,2.93069941686858,15.7103854716383,10.6904751125432,2.649684950883956,2.1152173594777692,,,15774027780,INR,1.9612341479929711,81.83332354558566,1.1017,INR,1.1017,INR,,,,-45.728770062475014,-91.99074074074073,,,,,,,,,10160540000,INR,437990000,INR,192758000,INR,-1.4236539610838164,-4.450822064403163,16.334024281907016,-34.3992451247641,-524309999.99999994,INR,,,224300000,INR,0.034016287781131,0.22547223240163908,2.849083340713843,6.04418314626759,5.34616069837876,0,87.02005990741583,200773000,INR,2142750000,INR,182244250,26.2872
